journal_id,S,n_year_pairs,eligible,status
S131700781,0.6396335711238084,3,true,ok
S132495599,0.8010702722084067,3,true,ok
S132665167,0.8725339971872146,3,true,ok
S133648787,0.8556965663144985,3,true,ok
S133992056,0.968634733174892,3,true,ok
S134425043,0.9090504819243505,3,true,ok
S134651815,0.8481125759244735,3,true,ok
S134776053,0.6963715322617543,3,true,ok
S134986326,0.7663569856038146,3,true,ok
S135066301,0.8989001527173213,3,true,ok
S135297974,0.740818877772496,3,true,ok
S135892541,0.8048387966893434,3,true,ok
S138240904,0.961206417991308,3,true,ok
S13880985,0.7514889175675198,3,true,ok
S139866111,0.5717153211618395,3,true,ok
S139935717,0.80947886132587,3,true,ok
S140176541,0.8853630048228578,3,true,ok
S140231038,0.703880468177295,3,true,ok
S140378306,0.8818706515163184,3,true,ok
S141683002,0.8730889834972217,3,true,ok
S141724154,0.8416844772125809,3,true,ok
S141988568,0.7040747085614596,3,true,ok
S14335163,0.7817047008107675,3,true,ok
S143967217,0.6348764994937708,3,true,ok
S144178814,0.8944139737343229,3,true,ok
S144751283,0.8722098433493158,3,true,ok
S145066639,0.7868401696507111,3,true,ok
S145715788,0.8539354828300556,3,true,ok
S14636018,0.8581183242516128,3,true,ok
S147265922,0.6753947684646173,3,true,ok
S147353869,0.8728679655338193,3,true,ok
S149201819,0.8879808636189429,3,true,ok
S150607185,0.860030458420426,3,true,ok
S150708946,0.8178884852848649,3,true,ok
S150892397,0.9107161377869519,3,true,ok
S151245446,0.7665111539273862,3,true,ok
S151579836,0.9737992252958713,3,true,ok
S152450506,0.662716910700252,3,true,ok
S152704329,0.8886717286689276,3,true,ok
S152710239,0.7260735265624862,3,true,ok
S152731354,0.7871367721852097,3,true,ok
S153791594,0.762591435607282,2,true,ok
S156070145,0.5715646918038495,3,true,ok
S157620343,0.7022733308683409,3,true,ok
S159327246,0.8469455182733837,3,true,ok
S159612214,0.8641649558567079,3,true,ok
S160173694,0.8413135153479037,3,true,ok
S160300278,0.7409243455689858,3,true,ok
S160362754,0.8463548037888312,3,true,ok
S161550498,0.7329419805305009,3,true,ok
S161901644,0.7990988340843258,3,true,ok
S163559066,0.705281515210278,3,true,ok
S16390937,0.8187308602310686,3,true,ok
S164212335,0.7427902347398667,3,true,ok
S164505828,0.8692749130928051,3,true,ok
S164831473,,0,false,sin_pares_adyacentes
S165431477,0.7613206959361366,3,true,ok
S16648056,0.5827172701406051,3,true,ok
S16719124,0.8681902624589244,3,true,ok
S16770927,0.7426676463135115,3,true,ok
S168233274,0.7271590800839403,1,true,ok
S168777572,0.5882391830968547,3,true,ok
S169193970,,0,false,sin_pares_adyacentes
S170381558,0.9405079714866322,3,true,ok
S170643298,0.7435636656889233,3,true,ok
S171076169,0.6800918204713711,3,true,ok
S173252385,0.8123819823356611,3,true,ok
S173864314,0.6305717536088555,3,true,ok
S173952182,0.981425886951578,3,true,ok
S174538591,0.9160323127607581,3,true,ok
S175220671,0.5858859060858209,2,true,ok
S175590358,0.8118091604372627,3,true,ok
S176933442,0.9361031496881089,3,true,ok
S17740374,0.6142291228478309,3,true,ok
S178410430,0.7798640246931344,3,true,ok
S179765101,0.7484669268647763,3,true,ok
S179905963,0.9008442929932031,3,true,ok
S180716411,0.7640449834043901,3,true,ok
S180901878,0.9557999188936013,3,true,ok
S180943771,0.7201446634504243,3,true,ok
S181098927,0.7787269350383799,3,true,ok
S181266130,0.86272327094362,3,true,ok
S18131899,0.7830391698274216,3,true,ok
S182554291,0.7040427065594967,3,true,ok
S182709241,0.8363328516316657,3,true,ok
S184365670,0.9056119387397178,3,true,ok
S184577771,0.8252343205304209,3,true,ok
S184583347,0.7109297186279171,3,true,ok
S184885884,0.9008537749909725,3,true,ok
S185232611,0.8584291097895663,3,true,ok
S186310538,0.7639957019236879,3,true,ok
S187585107,0.9886649955329453,3,true,ok
S187806540,0.9468570094697003,3,true,ok
S188931513,0.9179182401367262,3,true,ok
S189157259,0.6799791587364346,3,true,ok
S18992820,0.8783388594750163,3,true,ok
S190552063,0.7580778841746387,3,true,ok
S190942573,0.7622131061842574,3,true,ok
S191292005,0.7228794315984348,3,true,ok
S193008421,0.7578605529414698,3,true,ok
S193055789,0.605369409962772,3,true,ok
S193359815,0.8226233973462992,3,true,ok
S194005134,0.7083247513151891,3,true,ok
S194011547,0.8427365346842761,3,true,ok
S19523265,0.825654721104035,3,true,ok
S195279327,0.7540852478956775,3,true,ok
S195570583,0.7402290933271356,3,true,ok
S197264859,0.7591171012799323,3,true,ok
S198031716,0.7597560427256056,3,true,ok
S199451182,0.8322361587722666,3,true,ok
S199718347,0.9222540816677639,3,true,ok
S199832308,0.823027031390834,3,true,ok
S201345032,0.41943446678945484,3,true,ok
S20177303,0.8921592260299551,3,true,ok
S202534398,0.8857773616208078,3,true,ok
S20255291,0.9264497867475863,3,true,ok
S202580180,0.7608649522929202,3,true,ok
S20330309,0.8226955906090175,3,true,ok
S203532909,0.8254533209126297,3,true,ok
S20435353,0.7434059250194625,3,true,ok
S2047265,0.7715802795169628,3,true,ok
S205778772,0.8205639232555669,3,true,ok
S20589029,0.7841293050403808,3,true,ok
S206553565,0.6186896437755123,3,true,ok
S208089930,0.8869539617966097,3,true,ok
S21763754,0.7571223400010294,3,true,ok
S22127372,0.7124820983604003,3,true,ok
S22454499,0.9471790185070879,3,true,ok
S22496335,0.7826621060496828,3,true,ok
S22785100,0.7473530819249161,3,true,ok
S23465295,0.887363855500028,3,true,ok
S23604231,0.90834188039767,3,true,ok
S2391900,0.5862427197082718,3,true,ok
S24688465,0.9458414387226453,3,true,ok
S2477993565,0.9140322907245931,3,true,ok
S2483979929,0.9226786431032512,3,true,ok
S2491293328,0.5180494559617059,3,true,ok
S25059752,0.5527019937720501,3,true,ok
S25369639,0.7396624187108045,3,true,ok
S25826151,0.9029114001502722,3,true,ok
S26543813,0.8312767308044264,3,true,ok
S26762059,0.7933019290940932,3,true,ok
S2736711280,,0,false,sin_pares_adyacentes
S2736783777,0.510777645355573,3,true,ok
S2736878070,0.691291972178533,3,true,ok
S2737010151,0.7139538306459494,3,true,ok
S2737156544,0.6695939168623368,3,true,ok
S2737200839,0.6566895424183661,3,true,ok
S2737246436,0.8560482896427305,3,true,ok
S2737523697,0.7556366364589877,3,true,ok
S2737587141,,0,false,sin_pares_adyacentes
S2737719478,0.6651857859060726,3,true,ok
S2737730066,0.7685575351292219,3,true,ok
S2738228134,0.8765294289391705,3,true,ok
S2738306786,0.7936984911144084,3,true,ok
S2738497388,0.8184033918905453,3,true,ok
S2738560774,0.6767248460715787,3,true,ok
S2738571386,0.7899756806362758,3,true,ok
S2738819186,0.6987005537263398,3,true,ok
S2739021707,0.7333106068445003,3,true,ok
S2739337238,0.8435368297311956,2,true,ok
S2739376119,0.7551732099117231,3,true,ok
S2764354353,0.6296168690623491,3,true,ok
S2764360065,0.6535782464173296,3,true,ok
S2764362400,0.7198980931737273,3,true,ok
S2764373787,0.9225757763517969,3,true,ok
S2764408298,0.7540422686942704,3,true,ok
S2764409345,0.6982431947638432,3,true,ok
S2764466915,0.5334641864496115,3,true,ok
S2764486912,0.8234663057427659,3,true,ok
S2764488531,0.7131076858427523,3,true,ok
S2764525015,0.8223453915865183,3,true,ok
S2764538883,0.8250507418265836,3,true,ok
S2764545783,0.734001022017189,3,true,ok
S2764567269,0.7753868293786467,3,true,ok
S2764579910,0.8191817950836088,3,true,ok
S2764592690,0.7336389825814453,3,true,ok
S2764600129,0.7210369032629471,3,true,ok
S2764699336,0.6797383619096533,3,true,ok
S2764722375,0.6876104077765282,3,true,ok
S2764769492,0.8215428467362684,3,true,ok
S2764779358,0.629405816309029,3,true,ok
S2764799895,,0,false,sin_pares_adyacentes
S2764804910,0.7877857285392825,3,true,ok
S2764848433,0.6748938720509869,3,true,ok
S2764866499,0.5781989062478771,1,true,ok
S2764876117,0.7848611374940793,3,true,ok
S2764890657,0.7162899344194925,3,true,ok
S2764914602,0.7999201145657485,3,true,ok
S2764947195,0.8216356563487613,3,true,ok
S2764963587,0.6787418943690794,3,true,ok
S2765002437,0.6618217364835102,3,true,ok
S2765008847,0.5088626938262693,3,true,ok
S2765022498,0.8613478214449091,3,true,ok
S2765035044,0.6612601811550147,3,true,ok
S2765079493,0.30015169521280427,3,true,ok
S2893729,0.9045066637967792,3,true,ok
S2898370247,0.7836936888485924,3,true,ok
S2898412997,0.6693375924412566,3,true,ok
S2898435970,0.7732037366739241,3,true,ok
S2912271296,0.6695552976701244,3,true,ok
S30572693,0.6406875972471939,3,true,ok
S30803906,0.7680514768287795,3,true,ok
S30933843,0.599630949124077,3,true,ok
S31156748,0.8169257557965851,3,true,ok
S31204768,0.7583674589564898,3,true,ok
S32869912,0.7649824261691943,3,true,ok
S33125897,0.8026278937870858,3,true,ok
S34091647,0.7813828270156076,3,true,ok
S35093870,0.8584807959927553,3,true,ok
S37268045,0.9493792329428854,3,true,ok
S37308595,0.8809356537010468,3,true,ok
S38600022,0.8003429403827655,3,true,ok
S38696330,0.6664588670574361,3,true,ok
S38863834,0.888450014911536,3,true,ok
S39159251,0.6571671840659281,3,true,ok
S39250910,0.7234330865352776,3,true,ok
S39330975,0.7903399782925831,3,true,ok
S39427579,0.7374545446335579,3,true,ok
S40135354,0.8344498962107497,3,true,ok
S402139,0.7426673404555688,3,true,ok
S40975480,0.8031995335421008,3,true,ok
S4138479,0.6889309137552604,3,true,ok
S41645954,0.6521976118809967,3,true,ok
S41683674,0.8680700365346706,3,true,ok
S41746314,0.8585920167247143,3,true,ok
S4210167948,0.6997588993257498,3,true,ok
S4210168251,0.8915203343314332,3,true,ok
S4210168416,0.9186437973628246,3,true,ok
S4210168911,0.772486842161354,3,true,ok
S4210169264,0.5779981863220498,3,true,ok
S4210169680,0.8106818272146905,3,true,ok
S4210169681,0.7980208476073394,3,true,ok
S4210170263,0.7394531503764297,3,true,ok
S4210171126,0.48548393364019227,2,true,ok
S4210171491,0.7689604262792099,3,true,ok
S4210171603,0.6097158678648176,3,true,ok
S4210171745,0.7333333490690397,3,true,ok
S4210172117,0.7234868371332461,3,true,ok
S4210172608,0.877316092663476,3,true,ok
S4210173186,0.9664783223562224,3,true,ok
S4210173644,0.8433349695263517,3,true,ok
S4210173758,0.668055177474431,3,true,ok
S4210174943,0.7953924140899576,3,true,ok
S4210175172,0.8263531190044837,3,true,ok
S4210175336,0.835161300715226,3,true,ok
S4210177237,0.6179988840793478,3,true,ok
S4210177496,0.7238132176309979,3,true,ok
S4210179093,0.5358358330100688,3,true,ok
S4210179255,0.7503358542247818,3,true,ok
S4210179265,,0,false,sin_pares_adyacentes
S4210180838,0.6164227128406718,3,true,ok
S4210183302,0.8504554071238795,3,true,ok
S4210184980,0.763895754437998,3,true,ok
S4210185189,0.8304177883637712,3,true,ok
S4210185488,0.7009187675326884,3,true,ok
S4210185507,0.7301847872259379,3,true,ok
S4210186268,0.8439482706805463,3,true,ok
S4210187339,0.9276568674527396,3,true,ok
S4210188249,0.5718559778857653,3,true,ok
S4210188545,0.7444494320125483,3,true,ok
S4210188924,0.7534715427426075,3,true,ok
S4210190117,0.6708872169010425,3,true,ok
S4210190796,0.4994604469049758,3,true,ok
S4210192241,0.7566754852640829,3,true,ok
S4210192296,0.6352842601221846,3,true,ok
S4210192569,0.8047345261605677,3,true,ok
S4210193457,0.7478432999326834,3,true,ok
S4210194695,0.7505183654030289,3,true,ok
S4210194812,0.9762223298904048,3,true,ok
S4210196886,0.7667612641438727,3,true,ok
S4210197438,0.735343241928972,3,true,ok
S4210197950,0.6895202557223756,3,true,ok
S4210198502,0.31620383842797806,3,true,ok
S4210199360,0.8005037624881975,3,true,ok
S4210200560,0.49495360697713997,3,true,ok
S4210200925,0.6393434783768552,2,true,ok
S4210201644,0.6411572136654982,3,true,ok
S4210201713,0.8550690253490012,3,true,ok
S4210202564,0.716297101781406,3,true,ok
S4210202763,,0,false,sin_pares_adyacentes
S4210204547,0.6545566979400106,3,true,ok
S4210205114,0.7666511837488731,3,true,ok
S4210205999,0.8073614805036073,2,true,ok
S4210207055,0.6221971602401524,3,true,ok
S4210209003,0.8097848951424429,3,true,ok
S4210209665,0.6910582261062972,3,true,ok
S4210209940,0.7314928479320659,3,true,ok
S4210210030,0.8641062783044077,3,true,ok
S4210210325,0.6143143057311684,3,true,ok
S4210210660,0.48348234588669037,3,true,ok
S4210211099,0.8240368287928487,3,true,ok
S4210211929,0.7012503283606863,3,true,ok
S4210212767,0.9119911671748807,3,true,ok
S4210214887,0.8124690652968016,1,true,ok
S4210215881,0.7865346171560855,3,true,ok
S4210218169,0.7094696426233624,3,true,ok
S4210219323,0.7074447458295612,3,true,ok
S4210220353,0.7037301566416845,3,true,ok
S4210221072,0.7602403658380841,3,true,ok
S4210221332,0.7136581999397111,3,true,ok
S4210222233,0.7418798021370917,3,true,ok
S4210222309,0.7301378569667811,3,true,ok
S4210222994,0.9213446201602061,3,true,ok
S4210223199,0.7499391608623829,3,true,ok
S4210224819,0.6047920098166903,3,true,ok
S4210225206,0.7352799449560784,3,true,ok
S4210225662,0.8416113094025947,3,true,ok
S4210225667,0.46318953947774666,3,true,ok
S4210226373,0.9114027030829028,3,true,ok
S4210228527,0.7242736304706292,3,true,ok
S4210228947,0.6420578136952402,3,true,ok
S4210229399,0.6352959786692813,3,true,ok
S4210229511,0.735128652807667,3,true,ok
S4210229695,0.890513052805707,3,true,ok
S4210229905,0.7540967699023168,3,true,ok
S4210230173,0.8173680721105131,3,true,ok
S4210233660,0.8998240348226977,3,true,ok
S4210233858,0.6613067341565002,3,true,ok
S4210235043,0.9155079978538802,3,true,ok
S4210235286,0.9770868952378957,3,true,ok
S4210235510,0.718660979610023,3,true,ok
S4210236488,0.9133506509940954,3,true,ok
S4210238233,0.7628674531798816,3,true,ok
S4210238307,0.994280723856756,3,true,ok
S4210238526,0.8030665473443837,3,true,ok
S4210240122,0.8087893849453739,3,true,ok
S4210240526,0.8080814553998547,3,true,ok
S4210241156,,0,false,sin_pares_adyacentes
S42865813,0.6204405918275413,3,true,ok
S4306502127,0.6081227816914913,1,true,ok
S4306507480,,0,false,sin_pares_adyacentes
S4306508438,0.5040392013270301,2,true,ok
S4306510024,,0,false,sin_pares_adyacentes
S4306510746,0.7966179822748437,3,true,ok
S4306525367,,0,false,sin_pares_adyacentes
S43226970,0.5572278844209124,3,true,ok
S43270013,0.6072096859194788,2,true,ok
S4387284770,0.656525876419205,3,true,ok
S4393917777,0.37805689136869747,2,true,ok
S4394735535,0.6941172734804941,3,true,ok
S44090634,0.8927102065584309,3,true,ok
S44404461,0.7122510625572887,3,true,ok
S44433209,0.7935663695825369,3,true,ok
S44487342,0.7887379790793979,3,true,ok
S44811899,0.7453012392754372,3,true,ok
S45468527,0.9652904021635669,3,true,ok
S45884062,0.7163643402937261,3,true,ok
S46238352,0.6732232719240501,3,true,ok
S46285813,0.766634395494872,3,true,ok
S46460922,0.6352407288779218,3,true,ok
S46482365,0.702057506069574,3,true,ok
S4671545,0.8490697189350489,3,true,ok
S4723672,0.6821161147644859,3,true,ok
S4789869,0.8793286796463238,3,true,ok
S48492747,0.7609636317187173,3,true,ok
S48499399,0.6092712659647261,3,true,ok
S48783313,0.7986579665479868,3,true,ok
S4954800,0.908849641432088,3,true,ok
S50623261,0.6604440339938651,3,true,ok
S51267760,0.8950449106782795,3,true,ok
S51499565,0.7217743852269847,3,true,ok
S51698217,0.7044652821920339,3,true,ok
S51811661,0.8946738448210778,3,true,ok
S51920167,0.9479536319660533,3,true,ok
S52621960,0.936487848069587,3,true,ok
S53566929,0.8988841738202489,3,true,ok
S5416984,0.7992557014073921,3,true,ok
S54847137,0.8643971139001069,3,true,ok
S55069968,0.7673918610208498,3,true,ok
S56771637,0.8641157751079418,3,true,ok
S56850725,0.6623802838782131,3,true,ok
S57027881,0.6928646776339737,3,true,ok
S57090429,0.8479617893536527,3,true,ok
S57552105,0.8986838573808665,3,true,ok
S57599369,0.6278779850788334,3,true,ok
S58059009,0.8803458739032325,3,true,ok
S59071098,0.7487664710478921,3,true,ok
S59311786,0.8044618949446299,3,true,ok
S59604070,0.7558757962017079,3,true,ok
S603496,0.7538203419397427,3,true,ok
S60621485,0.7550324594062227,3,true,ok
S61246407,0.8517591147337092,3,true,ok
S61274580,0.6183258686794368,3,true,ok
S61522235,0.7805942446817696,3,true,ok
S62036463,0.8180709735606696,3,true,ok
S62159105,0.9581649955586081,3,true,ok
S63231389,0.7744413196585832,3,true,ok
S63576417,0.8928119155728647,3,true,ok
S64961995,0.9299697255244442,3,true,ok
S65076878,0.7355946198025376,3,true,ok
S65932378,0.9139836455643086,3,true,ok
S66163274,0.8867974350374379,3,true,ok
S66666449,0.6870217632283482,3,true,ok
S67147532,0.545150226920752,3,true,ok
S68175919,0.9406876430568429,3,true,ok
S69859562,0.9033483882892769,3,true,ok
S70695507,0.9415162510860375,3,true,ok
S70718007,0.9494048582008044,3,true,ok
S70949411,0.7306346972812439,3,true,ok
S71119591,0.845872644090874,3,true,ok
S71654957,0.7353808596357856,1,true,ok
S71657983,0.8695129979726709,3,true,ok
S71826845,0.8225683634181832,3,true,ok
S74141806,0.9351755903395709,3,true,ok
S74899632,0.7399015282301009,3,true,ok
S75771055,0.8798149895843138,3,true,ok
S75796200,0.8565494997176021,3,true,ok
S76279167,0.8652114257219209,3,true,ok
S76733833,0.894276573711293,3,true,ok
S77333429,0.9479660109117694,3,true,ok
S77333486,0.7129557651147296,3,true,ok
S7748972,0.8324641973734296,3,true,ok
S77852275,0.8611246590184832,3,true,ok
S78376336,0.9596437632440084,3,true,ok
S79135273,0.8054276984553059,3,true,ok
S79386155,0.8819425239515647,3,true,ok
S79562878,0.704764636584926,3,true,ok
S79712050,0.8231316298644917,3,true,ok
S79731123,0.9330708366979349,3,true,ok
S80347152,0.8627610623936008,3,true,ok
S80367638,0.8504011587389069,3,true,ok
S80823180,0.8149022562254736,3,true,ok
S8095556,0.6082018672810847,3,true,ok
S81071032,0.8671055631596749,3,true,ok
S81124448,0.8230972550174481,3,true,ok
S81556534,0.9260600977590103,3,true,ok
S81862269,0.8247060015811383,1,true,ok
S81929299,0.9453814934945666,3,true,ok
S83616544,0.6076705041614636,3,true,ok
S83938913,0.7272470503339754,3,true,ok
S84394799,0.7871424135797934,3,true,ok
S84445930,0.7526709814701057,3,true,ok
S84833568,0.8462363836714997,3,true,ok
S84895730,0.6205749534866936,3,true,ok
S8523651,0.6466557342489931,3,true,ok
S85534916,0.7824988303765582,3,true,ok
S85937267,0.8492771018940597,3,true,ok
S87350844,0.9187940776602621,3,true,ok
S87435064,0.8979073678943605,3,true,ok
S8759915,0.7906789127699815,3,true,ok
S88000251,0.7815273186759342,3,true,ok
S88457980,0.8294346309430768,3,true,ok
S88529193,0.8509465345826934,3,true,ok
S88603889,0.9067667376249986,3,true,ok
S8922989,0.8208544693708493,3,true,ok
S89393028,0.7734307809457901,3,true,ok
S89717723,0.6326140763964538,3,true,ok
S90873577,0.8046948792681142,3,true,ok
S90911399,0.7264051226079704,3,true,ok
S9300723,0.8843583534764536,3,true,ok
S93028289,0.8385028449175842,3,true,ok
S939935174,0.9538940965268169,3,true,ok
S9536269,0.7478283785725977,3,true,ok
S95454600,0.8056253954684773,3,true,ok
S959143335,0.9744125409741481,3,true,ok
S96120751,0.826667663082518,3,true,ok
S961333017,0.4547161114806475,1,true,ok
S96629499,0.920548738499774,3,true,ok
S96897161,0.692803492838976,3,true,ok
S97631563,0.7670581508486468,3,true,ok
S97696616,0.5116093643710478,3,true,ok
S97779488,0.8859733493801671,3,true,ok
S97803974,0.798357875507726,3,true,ok
S97919111,0.7121425420678373,3,true,ok
S99462834,0.8961876440961456,3,true,ok
S995559440,0.8189940501533564,3,true,ok
